fid,id,nb_points,x,y,h,lat,lon,z,gnd_elev,min_h,delta_h,avg_intensity,source,validity,is_outlier,is_windmill,windmill_h,windmill_id,windmill_status,windmill_stand,in_nrw,eTOD_found,eTOD_name,eTOD_z,eTOD_h,eTOD_descr,eTOD_dist,eTOD_x,eTOD_y,AIP_issue,ALS_issue,processed_on,ALS_comment,AIP_comment,free_comment,view_available,object_type,OSINT,duplicate,2D_embed_link,3D_embed_link
"1107",02.04.00,"4590",394850.1732,5719205.097,249.9800006,51.61405527,7.481268718,302.12,52.13999939,60.00000015,189.9800005,153.4058824,3dm_32_394_5719_1_nw.laz,2019-12,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,destroyed,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.4.0-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.4.0-3D.html
"1109",04.04.00,"83",439997.0994,5614000.685,557.36,50.67474864,8.150822229,557.36,0,542.96,14.4,1249.46988,3dm_32_439_5614_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1111",02.01.01,"25196",361635.6557,5718842.914,299.7975024,51.603592,7.002096168,366.42,66.62249756,60.00250061,239.7950018,1390.636609,3dm_32_361_5718_1_nw.laz,2020-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 21:14:26,,missing,significant,true,smoke stack,https://de.wikipedia.org/wiki/Kraftwerk_Scholven,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.1-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.1-3D.html
"1120",03.03.01,"119",531996.9416,5736000.404,362,51.77396399,9.463785703,362,0,337.22,24.78,75.44537815,3dm_32_531_5736_1_nw.laz,2018-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1122",01.04.01,"1364",383989.5094,5611004.973,301.06,50.63941252,7.359492989,301.06,0,300.55,0.51,41732.94355,3dm_32_383_5611_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1132",03.02.02,"2037",402496.2938,5812144.965,206.3000017,52.45077478,7.565217226,241.06,34.75999832,60.07999817,146.2200035,127.7353952,3dm_32_402_5812_1_nw.laz,2019-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1136",03.03.02,"1246",500980.5,5727167.43,324.9299999,51.69545808,9.014186994,350.6,25.67000008,60.00998291,264.920017,539.6051364,3dm_32_500_5727_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,likely DEM issue,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.3.2-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.3.2-3D.html
"1138",01.04.02,"167",361999.5063,5604584.025,232.07,50.57682195,7.050927503,232.07,0,229.84,2.23,47733.99401,3dm_32_361_5604_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1159",02.01.04,"4706",339348.4272,5716559.647,250.5800008,51.57718567,6.681566107,276.46,25.87999916,60.03749893,190.5425019,1429.657884,3dm_32_339_5716_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,smoke stack,https://de.wikipedia.org/wiki/Kraftwerk_Voerde,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.4-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.4-3D.html
"1168",03.03.04,"149",530209.1562,5736000.555,270.55,51.77406864,9.437830879,270.55,0,236.34,34.21,56.87248322,3dm_32_530_5736_1_nw.laz,2018-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1170",01.04.04,"1419",342008.0619,5616006.529,179.66,50.67446266,6.763898169,179.66,0,60.04499664,119.6150034,200.3375617,3dm_32_342_5616_1_nw.laz,2022-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,likely DEM issue,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/1.4.4-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.4.4-3D.html
"1173",04.04.04,"1353",442706.6875,5630846.713,171.2050171,50.82650423,8.186531983,702.25,531.0449829,60.0750293,111.1299878,1443.544715,3dm_32_442_5630_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1181",04.02.05,"11337",408771.49,5681377.602,138.6225061,51.27645655,7.692204305,299.46,160.8374939,60.00250854,78.61999756,70.5587016,3dm_32_408_5681_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,electricity cable,,false,https://dme-3.github.io/Obstacles-Map/embeds/4.2.5-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.2.5-3D.html
"1188",03.04.05,"20",505000.4171,5700488.604,532.1774902,51.45555153,9.071977015,312.75,-219.4274902,510.6474902,21.53,485.9,3dm_32_505_5700_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1197",04.02.06,"11699",407405,5681327.268,136.3874982,51.27575037,7.672502172,330.53,194.1425018,60.00499756,76.38250061,69.28737499,3dm_32_407_5681_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 22:18:40,,missing,,true,electricity cable,,false,https://dme-3.github.io/Obstacles-Map/embeds/4.2.6-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.2.6-3D.html
"1221",04.04.07,"568",442375.727,5630439.552,156.5174927,50.8228103,8.18187807,665.9,509.3825073,107.0049963,49.51249634,1669.191901,3dm_32_442_5630_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1223",02.01.08,"2089",339602.5354,5716502.788,217.6150011,51.57674131,6.685126813,244.11,26.49499893,60.08000084,157.5350002,1172.451891,3dm_32_339_5716_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,smoke stack,https://de.wikipedia.org/wiki/Kraftwerk_Voerde,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.8-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.8-3D.html
"1229",04.02.08,"52",424797.652,5676366.652,130.8775,51.23371933,7.922839277,518.94,388.0625,100.1600098,30.71749023,80.94230769,3dm_32_424_5676_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,false,true,,,,,true,,,,https://dme-3.github.io/Obstacles-Map/embeds/4.2.8-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.2.8-3D.html
"1237",04.04.08,"915",442285.1822,5630050.034,155.7724658,50.81929403,8.180696903,694.12,538.3475342,60.57753906,95.19492676,1567.951913,3dm_32_442_5630_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1245",04.02.09,"12681",406885.5083,5681698.695,129.9499866,51.27900223,7.664969927,416.37,286.4200134,60.01249634,69.93749023,71.58512736,3dm_32_406_5681_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 22:18:48,,missing,,true,electricity cable,,false,https://dme-3.github.io/Obstacles-Map/embeds/4.2.9-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.2.9-3D.html
"1246",01.03.09,"9318",332689.1684,5656945.703,187.9600031,51.03963655,6.61340459,289.16,101.1999969,60.00000031,127.9600027,32228.6407,3dm_32_332_5656_1_nw.laz,2022-02,false,false,,,,,true,false,,,,,,,,true,false,,,missing,significant,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/1.3.9-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.9-3D.html
"1261",04.02.10,"6099",413549.0585,5677482.295,123.6199969,51.24205532,7.761366171,322.67,199.0500031,60.00750854,63.6124884,61.20134448,3dm_32_413_5677_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,electricity cable,,false,https://dme-3.github.io/Obstacles-Map/embeds/4.2.10-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.2.10-3D.html
"1292",03.02.12,"1142",402265.94,5811443.82,189.0199982,52.44443547,7.562032128,222.6,33.58000183,137.2799994,51.73999878,226.1611208,3dm_32_402_5811_1_nw.laz,2019-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1309",04.02.13,"5122",405178.175,5683837.368,116.0474939,51.29786252,7.639917139,410.46,294.4125061,60.00751099,56.03998291,70.17219836,3dm_32_405_5683_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 22:19:07,,missing,,true,electricity cable,,false,https://dme-3.github.io/Obstacles-Map/embeds/4.2.13-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.2.13-3D.html
"1314",01.04.13,"21",355855.6775,5603999.43,150.4949902,50.57011113,6.964442702,355.63,205.1350098,128.8900024,21.60498779,33249.57143,3dm_32_355_5603_1_nw.laz,2021-12,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,likely DEM issue,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/1.4.13-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.4.13-3D.html
"1325",04.02.14,"1548",409692.9093,5681444.537,115.145011,51.27722232,7.705257867,285.54,170.394989,60.0025,55.14251099,126.379845,3dm_32_409_5681_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/4.2.14-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.2.14-3D.html
"1335",02.01.15,"10361",341014.4004,5710798.341,182.1899994,51.52597098,6.708199912,209.05,26.86000061,60.00499878,122.1850006,1339.400251,3dm_32_341_5710_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,displaced,,true,cooling tower,,true,https://dme-3.github.io/Obstacles-Map/embeds/2.1.15-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.15-3D.html
"1349",04.04.15,"1460",440739.114,5626182.407,146.4574707,50.78436683,8.159331935,698.8,552.3425293,60.00251709,86.45495361,1576.3,3dm_32_440_5626_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1351",02.01.16,"21190",340971.2182,5710798.496,180.7299991,51.52618432,6.707561173,207.77,27.04000092,60.00000015,120.7299989,1413.111279,3dm_32_340_5710_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,,,displaced,AIP point is 70 m away from cooling tower center,true,cooling tower,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.16-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.16-3D.html
"1356",03.02.16,"1088",429829.19,5773765.857,188.3400027,52.10997401,7.975329727,263.47,75.12999725,60.38000092,127.9600018,164.65625,3dm_32_429_5773_1_nw.laz,2019-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1357",04.02.16,"10734",409737.2373,5681256.428,107.9899927,51.27549264,7.705937323,278.56,170.5700073,60.01749023,47.97250244,138.4202534,3dm_32_409_5681_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,building,,false,https://dme-3.github.io/Obstacles-Map/embeds/4.2.16-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.2.16-3D.html
"1362",01.04.16,"61",341999.598,5616002.618,135.7324986,50.67439235,6.763810497,178.48,42.74750137,63.77749878,71.95499985,217.2131148,3dm_32_341_5616_1_nw.laz,2022-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,likely DEM issue,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/1.4.16-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.4.16-3D.html
"1379",02.04.17,"26107",385112.135,5721534.22,131.2299986,51.63307545,7.339966332,190.54,59.31000137,60.00999817,71.22000046,135.7155935,3dm_32_385_5721_1_nw.laz,2019-12,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,building,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.4.17-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.4.17-3D.html
"1399",02.01.19,"107",332399.6,5724839.51,175.7775,51.64953782,6.577350265,195.84,20.0625,60.59750053,115.1799995,5508.925234,3dm_32_332_5724_1_nw.laz,2020-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,antenna guywires missing,true,antenna,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.19-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.19-3D.html
"1401",04.01.19,"96654",428709.2655,5633573.235,106.9250061,50.84952194,7.987303704,329.2,222.2749939,60.00249146,46.92251465,1155.204668,3dm_32_428_5633_1_nw.laz,2021-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,Siegtalbrücke,true,bridge or bridge pillar,https://de.wikipedia.org/wiki/Siegtalbrücke,false,https://dme-3.github.io/Obstacles-Map/embeds/4.1.19-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.1.19-3D.html
"1404",03.02.19,"1051",402582.4467,5811552.213,186.3199998,52.44546671,7.566651025,220.41,34.09000015,148.2899995,38.03000031,267.9410086,3dm_32_402_5811_1_nw.laz,2019-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1405",04.02.19,"6668",405857.0733,5682882.927,103.7449982,51.28948737,7.649902329,345.7,241.9550018,60.00000122,43.74499695,74.56178764,3dm_32_405_5682_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 22:18:57,,missing,,true,electricity cable,,false,https://dme-3.github.io/Obstacles-Map/embeds/4.2.19-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.2.19-3D.html
"1411",02.04.19,"28576",393466.9745,5719210.209,128.8500003,51.61383222,7.461365877,186.92,58.06999969,60.00000061,68.84999969,164.8024566,3dm_32_393_5719_1_nw.laz,2019-12,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,building,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.4.19-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.4.19-3D.html
"1412",03.04.19,"1625",522419.41,5710818.085,204.9774939,51.54801441,9.32332562,459.89,254.9125061,60.3274939,144.65,1456.980308,3dm_32_522_5710_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1413",04.04.19,"610",441172.9014,5626483.204,145.5225146,50.78711878,8.16543009,694.57,549.0474854,60.18751465,85.335,1414.352459,3dm_32_441_5626_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1426",01.04.20,"79",368003.5917,5619966.668,122.7399986,50.71651877,7.130227187,175.3,52.56000137,112.3549979,10.38500076,37740.73418,3dm_32_368_5619_1_nw.laz,2021-12,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/1.4.20-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.4.20-3D.html
"1433",04.01.21,"9552",412330.2333,5635305.297,103.1049927,50.86277464,7.754254914,320.05,216.9450073,60.0000061,43.10498657,24677.04062,3dm_32_412_5635_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,electricity cable,,false,https://dme-3.github.io/Obstacles-Map/embeds/4.1.21-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.1.21-3D.html
"1449",04.01.22,"3646",411767.5467,5636344.082,100.9575012,50.87202181,7.746031604,331.05,230.0924988,60.00250488,40.95499634,24995.68486,3dm_32_411_5636_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,electricity cable,,false,https://dme-3.github.io/Obstacles-Map/embeds/4.1.22-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.1.22-3D.html
"1452",03.02.22,"1088",402331.4775,5811806.8,185.7599982,52.44770948,7.562892559,219.84,34.08000183,60.11999908,125.6399991,180.6957721,3dm_32_402_5811_1_nw.laz,2019-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1458",01.04.22,"8098",366924.4967,5620291.88,120.4925003,50.71918891,7.114735869,181.75,61.25749969,60.00999908,60.48250122,36888.21709,3dm_32_366_5620_1_nw.laz,2021-12,false,false,,,,,true,false,,,,,,,,true,true,2024/02/08 00:00:00,temporary object (e.g. crane),missing,101.5 m + building missing - ALS height 112 m due to crane,true,building,"https://de.wikipedia.org/wiki/Stadtquartier_Neuer_Kanzlerplatz
https://neuer-kanzlerplatz.de/hier-tut-sich-was-baufortschritt-am-neuen-kanzlerplatz/
",false,https://dme-3.github.io/Obstacles-Map/embeds/1.4.22-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.4.22-3D.html
"1461",04.04.22,"1344",440134.7583,5626343.125,138.8874951,50.78576065,8.150764111,681.83,542.9425049,60.02250244,78.86499268,1532.38244,3dm_32_440_5626_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1468",03.02.23,"1252",402575.1033,5812455.347,185.4899997,52.45358147,7.566290248,219.92,34.43000031,122.8199995,62.67000015,219.9241214,3dm_32_402_5812_1_nw.laz,2019-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1477",04.04.23,"784",440445.862,5626663.916,138.7500049,50.78866339,8.15510698,685.12,546.3699951,60.17996094,78.57004395,1491.163265,3dm_32_440_5626_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1479",02.01.24,"75",332499.94,5724759.17,166.8299992,51.64884598,6.578837747,186.7,19.87000084,64.20500153,102.6249976,7011.453333,3dm_32_332_5724_1_nw.laz,2020-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 21:11:45,,missing,antenna guywires missing,true,antenna,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.24-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.24-3D.html
"1486",01.03.24,"10275",344808.3,5676379.38,153.8099989,51.21768584,6.777800757,191.44,37.63000107,60.00500153,93.80499741,36554.94122,3dm_32_344_5676_1_nw.laz,2022-02,false,false,,,,,true,false,,,,,,,,true,true,2024/02/08 00:00:00,outlier / smoke,displaced,top of the 120+ m building displaced by 60 m,true,building,,,https://dme-3.github.io/Obstacles-Map/embeds/1.3.24-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.24-3D.html
"1495",02.01.25,"67",332396.72,5724710.6,166.7575005,51.64838405,6.57737566,186.8,20.04249954,61.19500015,105.5625003,8364.179104,3dm_32_332_5724_1_nw.laz,2020-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,antenna guywires missing,true,antenna,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.25-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.25-3D.html
"1506",01.04.25,"18892",367854.5164,5620182.834,116.9650003,50.71840391,7.128010086,170.41,53.44499969,60.00750305,56.95749725,34991.81198,3dm_32_367_5620_1_nw.laz,2021-12,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,displaced,AIP point is 64 m away from building's highest point,true,building,,false,https://dme-3.github.io/Obstacles-Map/embeds/1.4.25-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.4.25-3D.html
"1516",03.02.26,"1635",402120.434,5810495.93,183.9600009,52.43589273,7.559932235,218.17,34.20999908,82.95000092,101.01,312.6776758,3dm_32_402_5810_1_nw.laz,2019-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1525",04.04.26,"145",432286.3864,5620059.577,135.3650342,50.72841204,8.040646592,713.33,577.9649658,130.2499927,5.115041504,1350.193103,3dm_32_432_5620_1_nw.laz,2021-03,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,other,,helicopter,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/4.4.26-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/4.4.26-3D.html
"1541",04.04.27,"1263",440753.072,5626518.291,132.537478,50.78734311,8.159436455,708.06,575.522522,60.15250488,72.38497314,1569.840063,3dm_32_440_5626_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1557",04.04.28,"763",441142.0661,5626137.984,130.2599805,50.78401039,8.165072057,683.03,552.7700195,60.95750732,69.30247314,1571.986894,3dm_32_441_5626_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1572",03.04.29,"2149",497258.7875,5694283.18,196.8699854,51.3997712,8.960597506,590.76,393.8900146,60.02499146,136.8449939,176.5551419,3dm_32_497_5694_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1579",1.1.105,"1148",315856.055,5577561.892,125.9250342,50.32135479,6.413117676,728.14,602.2149658,60.27997803,65.64505615,196.0705575,3dm_32_315_5577_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1580",1.1.106,"669",316417.32,5583005.03,124.9524658,50.37043417,6.418344119,676.8,551.8475342,60.435,64.51746582,149.1599402,3dm_32_316_5583_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1586",1.1.112,"632",315928.77,5577787,117.77,50.32340101,6.414030114,711.02,593.25,60.05752197,57.71247803,162.4778481,3dm_32_315_5577_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1596",1.1.122,"936",315692.19,5576988.39,113.5100098,50.31615208,6.411100066,702,588.4899902,60.02253906,53.4874707,183.4433761,3dm_32_315_5576_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1597",1.1.123,"1227",316161.1867,5577467.6,113.3350122,50.3206038,6.417449515,715.01,601.6749878,60.22498535,53.11002686,203.5289324,3dm_32_316_5577_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1600",1.1.126,"1283",315784.745,5577270.475,111.4775171,50.31871961,6.412260069,702.96,591.4824829,60.29249756,51.18501953,203.5058457,3dm_32_315_5577_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1601",1.1.127,"858",314218.685,5577515.53,110.6649878,50.3204255,6.390172662,695.74,585.0750122,60.11250244,50.55248535,169.7855478,3dm_32_314_5577_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1613",1.1.139,"1003",314693.625,5577618.335,105.7049902,50.32149747,6.396765327,700.84,595.1350098,60.00749756,45.69749268,184.773679,3dm_32_314_5577_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1614",1.1.140,"670",314994.28,5577670.48,105.5925244,50.32206157,6.400973141,703.38,597.7874756,60.00997559,45.58254883,169.4373134,3dm_32_314_5577_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1622",1.1.148,"1112",314451.2369,5577544.391,103.8549902,50.32074303,6.393940129,692.99,589.1350098,60.00498779,43.85000244,193.5584532,3dm_32_314_5577_1_nw.laz,2021-12,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"1630",1.1.156,"585",305154.9997,5626184.806,100.8300098,50.75469596,6.237570045,328.07,227.2399902,60.17000732,40.66000244,120.9555556,3dm_32_305_5626_1_nw.laz,2022-03,false,false,,,,,true,false,,,,,,,,true,false,,,missing,,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/1.1.156-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.1.156-3D.html
"1965",1.2.128,"138",320998.437,5637007.349,121.86,50.85701986,6.456660111,121.86,0,60.68999802,61.17000198,151.5434783,3dm_32_320_5637_1_nw.laz,2022-01,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,other,,possible DEM issue,true,,,,https://dme-3.github.io/Obstacles-Map/embeds/1.2.128-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.2.128-3D.html
"1986",1.2.149,"935",289188.92,5637506.39,115.6974982,50.85078436,6.005011573,293.59,177.8925018,60.00249634,55.69500183,105.7176471,3dm_32_289_5637_1_nw.laz,2022-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"2376",1.3.101,"753",369005.6278,5670962.138,111.5500043,51.17505166,7.126029717,216.03,104.4799957,67.35249634,44.19750793,24553.21514,3dm_32_369_5670_1_nw.laz,2020-12,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,electricity cable,,true,https://dme-3.github.io/Obstacles-Map/embeds/1.3.101-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.101-3D.html
