fid,id,nb_points,x,y,h,lat,lon,z,gnd_elev,min_h,delta_h,avg_intensity,source,validity,is_outlier,is_windmill,windmill_h,windmill_id,windmill_status,windmill_stand,in_nrw,eTOD_found,eTOD_name,eTOD_z,eTOD_h,eTOD_descr,eTOD_dist,eTOD_x,eTOD_y,AIP_issue,ALS_issue,processed_on,ALS_comment,AIP_comment,free_comment,view_available,object_type,OSINT,duplicate,2D_embed_link,3D_embed_link
"7779",3.2.208,"7034",429274.4895,5726388.058,120.4300018,51.68425236,7.977050885,183.35,62.91999817,60.00999863,60.4200032,220.0719363,3dm_32_429_5726_1_nw.laz,2018-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,destroyed,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.208-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.208-3D.html
"7798",3.2.227,"46",403126.02,5734449.07,118.1400003,51.75255473,7.596574495,202.21,84.06999969,72.77000183,45.36999847,13.73913043,3dm_32_403_5734_1_nw.laz,2018-11,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.227-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.227-3D.html
"7833",3.2.262,"5732",424096.7232,5780996.983,111.8299985,52.17421264,7.890021667,193.48,81.65000153,60.01000122,51.81999725,142.0922889,3dm_32_424_5780_1_nw.laz,2019-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,building,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.262-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.262-3D.html
"7838",3.2.267,"586",424097.2725,5781000.45,111.1899982,52.17425519,7.890004961,193.02,81.83000183,60.01999908,51.16999908,150.3481229,3dm_32_424_5781_1_nw.laz,2019-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,building,,true,https://dme-3.github.io/Obstacles-Map/embeds/3.2.267-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.267-3D.html
"7839",3.2.268,"25",464254.27,5791321.63,111.1199927,52.27111261,8.476145271,261.19,150.0700073,101.7824927,9.3375,30106.28,3dm_32_464_5791_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.268-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.268-3D.html
"7842",3.2.271,"40",464324.3383,5800665.907,110.8224994,52.35511635,8.47615619,157.62,46.79750061,99.49749832,11.32500107,22102.9,3dm_32_464_5800_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.271-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.271-3D.html
"7849",3.2.278,"139",454823.8367,5805383.905,108.8350012,52.39682662,8.336020591,151.24,42.40499878,97.90749924,10.92750198,43995.34532,3dm_32_454_5805_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7856",3.2.285,"109",461207.1403,5772309.538,107.9474963,52.099969,8.433645691,224.67,116.7225037,97.63749512,10.31000122,42129.6789,3dm_32_461_5772_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.285-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.285-3D.html
"7857",3.2.286,"27",450896.9262,5775636.265,107.5875,52.1290718,8.282674748,267.15,159.5625,99.18749817,8.400001831,36863.37037,3dm_32_450_5775_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.286-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.286-3D.html
"7858",3.2.287,"30",463243.635,5811744.722,107.5799997,52.45465056,8.459087503,233.01,125.4300003,99.04500031,8.53499939,32898.8,3dm_32_463_5811_1_nw.laz,2023-03,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.287-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.287-3D.html
"7859",3.2.288,"21",464530.1545,5800658.925,107.5450027,52.35507244,8.479198761,154.3,46.75499725,99.09749924,8.44750351,44256.47619,3dm_32_464_5800_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.288-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.288-3D.html
"7862",3.2.291,"307",464272.8435,5800854.595,107.3300018,52.35673483,8.475511381,153.5,46.16999817,98.81249969,8.517502136,41955.78502,3dm_32_464_5800_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.291-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.291-3D.html
"7863",3.2.292,"29",446761.5736,5770596.159,107.2650055,52.08338096,8.223052019,198.4,91.13499451,98.83749786,8.427507629,39377,3dm_32_446_5770_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 22:02:20,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.292-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.292-3D.html
"7867",3.2.296,"141",454982.3113,5806176.864,106.7449985,52.40397631,8.338362039,151.02,44.27500153,97.85000076,8.894997711,41326.49645,3dm_32_454_5806_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.296-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.296-3D.html
"7871",3.2.300,"162",455018.1496,5806149.769,106.2400011,52.40383576,8.338822175,150.61,44.36999893,97.59499954,8.645001526,43847.11728,3dm_32_455_5806_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.300-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.300-3D.html
"7875",3.2.304,"273",465316.1734,5782320.988,105.9049985,52.18995215,8.492775501,171.68,65.77500153,97.07749908,8.82749939,44717.83883,3dm_32_465_5782_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7884",3.2.313,"24",459146.4655,5802666.965,104.7750002,52.37276019,8.39991473,152.81,48.03499985,95.85999786,8.915002289,29154.375,3dm_32_459_5802_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7887",3.2.316,"9358",403432.9023,5757594.594,102.5500015,51.96052385,7.59445763,167.65,65.09999847,60.29999969,42.25000183,340.5279974,3dm_32_403_5757_1_nw.laz,2018-12,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,temporary object (e.g. crane),,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.316-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.316-3D.html
"8558",3.3.102,"922",494873.214,5806233.004,144.7224995,52.40630213,8.924634505,195.93,51.20750046,60.48750061,84.23499893,41509.03362,3dm_32_494_5806_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"8576",3.3.120,"599",495051.08,5806063.49,138.9699979,52.40478405,8.927253453,191.48,52.51000214,60.52999817,78.43999969,36347.3005,3dm_32_495_5806_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"8585",3.3.129,"362",495853.0434,5799516.969,134.7950012,52.34595552,8.939115893,185.2,50.40499878,96.42749893,38.36750229,28567.68508,3dm_32_495_5799_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.3.129-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.3.129-3D.html
"8587",3.3.131,"48",488445.2325,5772730.528,134.3025079,52.10500702,8.831298178,339.31,205.0074921,99.06249878,35.24000916,26350.04167,3dm_32_488_5772_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.3.131-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.3.131-3D.html
"8590",3.3.134,"976",495338.59,5806255.22,134.0999985,52.40651173,8.93147673,185.5,51.40000153,60.73999969,73.35999878,41614.21721,3dm_32_495_5806_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"8591",3.3.135,"85",480051.1917,5793752.738,134.0600043,52.29376712,8.707508579,302.04,167.9799957,95.48999573,38.57000854,24976.54118,3dm_32_480_5793_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.3.135-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.3.135-3D.html
"8609",3.3.153,"779",494856.67,5805806.57,130.3374998,52.40247605,8.924396438,180.99,50.65250015,60.05249893,70.28500092,41489.49037,3dm_32_494_5805_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"8629",3.3.173,"122",495940.4167,5778423.573,122.4775049,52.15629321,8.940661474,228.16,105.6824951,87.87,34.60750488,28965.46721,3dm_32_495_5778_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.3.173-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.3.173-3D.html
"8671",3.3.215,"68",489280.0521,5770901.514,109.2924902,52.08855908,8.843591999,314.74,205.4475098,99.83750366,9.454986572,42939.67647,3dm_32_489_5770_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.3.215-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.3.215-3D.html
"8677",3.3.221,"76",503506.9422,5816717.856,107.4700031,52.50047971,9.051860773,140.17,32.69999695,98.84249786,8.627505188,44877.51316,3dm_32_503_5816_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"8682",3.3.226,"39",509045.1029,5812810.225,105.0899986,52.4654001,9.133107275,146.65,41.56000137,96.78499908,8.304999542,45410.25641,3dm_32_509_5812_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"8683",3.3.227,"408",531881.0117,5741561.744,105.0300015,51.82396739,9.462580907,211.13,106.0999985,60.05999817,44.97000336,91.15196078,3dm_32_531_5741_1_nw.laz,2018-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9166",3.4.110,"581",523729.92,5710700.4,167.8250146,51.5468937,9.342218411,428.56,260.7349854,128.2850049,39.54000977,1471.380379,3dm_32_523_5710_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9208",3.4.152,"970",495990.4943,5695368.776,162.4475024,51.40952918,8.942348019,504.32,341.8724976,60.09000732,102.3574951,159.4237113,3dm_32_495_5695_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9226",3.4.170,"1315",494640.67,5697702.313,159.5299951,51.43049204,8.922907174,523.16,363.6300049,60.41500244,99.11499268,140.7680608,3dm_32_494_5697_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9236",3.4.180,"605",524199.2671,5712860.771,159.1550061,51.56630237,9.349133952,461.43,302.2749939,106.6524976,52.50250854,1466.504132,3dm_32_524_5712_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9246",3.4.190,"934",524557.47,5713160.615,156.5774841,51.56898206,9.35432505,447.25,290.6725159,60.14000122,96.43748291,1270.298715,3dm_32_524_5713_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9251",3.4.195,"709",524633.5511,5713804.065,156.1700134,51.57470324,9.355465508,458.5,302.3299866,130.8150037,25.35500977,1563.54866,3dm_32_524_5713_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9287",3.4.231,"1537",494812.1748,5699399.041,153.775022,51.44577405,8.925340612,520.69,366.914978,60.05501709,93.72000488,147.8327912,3dm_32_494_5699_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9295",3.4.239,"1467",494614.0738,5698921.973,152.9124963,51.44147098,8.922511578,490.26,337.3475037,60.01001221,92.90248413,139.9706885,3dm_32_494_5698_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9299",3.4.243,"448",487178.4923,5692702.705,152.6299878,51.38543136,8.815751627,581.58,428.9500122,60.00998779,92.62,130.7075893,3dm_32_487_5692_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9303",3.4.247,"542",487233.8,5692473.15,152.4674902,51.38335827,8.816550586,566.54,414.0725098,60.01250488,92.45498535,136.5479705,3dm_32_487_5692_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9330",3.4.274,"854",487242.85,5692968.61,150.3675171,51.38781412,8.816661105,587.35,436.9824829,60.0699939,90.29752319,137.1112412,3dm_32_487_5692_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9340",3.4.284,"1718",495441.74,5699159.44,149.4374902,51.44359375,8.934417904,489.76,340.3225098,60.1149707,89.32251953,143.5069849,3dm_32_495_5699_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9341",3.4.285,"1107",488673.1878,5690232.87,149.3100146,51.3632452,8.837307274,610.92,461.6099854,60.04749512,89.26251953,164.0885276,3dm_32_488_5690_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9347",3.4.291,"629",487238.085,5692220.535,148.3449963,51.38108568,8.816621315,551.38,403.0350037,60.13999146,88.20500488,139.1399046,3dm_32_487_5692_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9353",3.4.297,"1173",524180.4313,5713544.122,147.7124854,51.57242139,9.348914601,447.79,300.0775146,60.27,87.44248535,1264.597613,3dm_32_524_5713_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9362",3.4.306,"622",487652.6543,5692240.196,146.4425037,51.38125875,8.822565052,584.97,438.5274963,60.36749756,86.0750061,153.7138264,3dm_32_487_5692_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9363",3.4.307,"270",487999.015,5692363.499,146.2349915,51.38238333,8.82753619,580.9,434.6650085,60.16001343,86.07497803,138.0185185,3dm_32_487_5692_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9375",3.4.319,"550",487712.4515,5692497.79,144.467511,51.38364911,8.82348397,587.05,442.582489,60.0574939,84.41001709,131.2872727,3dm_32_487_5692_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9376",3.4.320,"679",496302.2533,5694622.34,144.4450146,51.40280763,8.946839345,495.43,350.9849854,60.06500977,84.38000488,157.5051546,3dm_32_496_5694_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9380",3.4.324,"969",494657.727,5699937.105,143.630022,51.4505675,8.923123341,461.92,318.289978,60.11501953,83.51500244,148.2672859,3dm_32_494_5699_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9382",3.4.326,"1371",524904.9673,5713425.712,143.0499988,51.57130043,9.359334555,436.52,293.4700012,60.10500854,82.94499023,1209.041575,3dm_32_524_5713_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9383",3.4.327,"644",523923.374,5713125.381,142.7999939,51.56867013,9.345185451,453.9,311.1000061,60.47748535,82.32250854,1380.169255,3dm_32_523_5713_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9387",3.4.331,"1247",496082.245,5695074.475,141.0724927,51.40686967,8.943672925,484.58,343.5075073,60.20250122,80.86999146,163.4410585,3dm_32_496_5695_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9389",3.4.333,"2348",499781.18,5718987.277,138.7175098,51.62191108,8.996832034,555.77,417.0524902,64.56752197,74.14998779,1233.844123,3dm_32_499_5718_1_nw.laz,2023-03,false,false,,,,,true,false,NORDRHEIN-WESTFALEN 147-10,,,,,,,true,false,,,displaced,antenna displaced by 58 m and AIP height and elevation underestimated,true,antenna,https://de.wikipedia.org/wiki/Fernmeldeturm_Willebadessen,false,https://dme-3.github.io/Obstacles-Map/embeds/3.4.333-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.4.333-3D.html
"9393",3.4.337,"781",494467.594,5698325.573,136.7474963,51.43608482,8.920405449,503.97,367.2225037,60.90249268,75.84500366,145.8015365,3dm_32_494_5698_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9394",3.4.338,"1270",496239.9188,5694842.62,135.9799976,51.40479978,8.946059978,483.92,347.9400024,60.66501221,75.31498535,194.180315,3dm_32_496_5694_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9397",3.4.341,"1209",491781.3,5690820.39,135.0224963,51.3685809,8.881935892,530.87,395.8475037,60.29750732,74.72498901,187.0843672,3dm_32_491_5690_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9403",3.4.347,"759",488384.12,5690519.61,132.9450146,51.36581698,8.833144394,587.43,454.4849854,60.06249268,72.88252197,149.4176548,3dm_32_488_5690_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9406",3.4.350,"1604",494442.0433,5699477.773,131.3650049,51.44646022,8.92002105,495.61,364.2449951,60.28749878,71.0775061,158.6683292,3dm_32_494_5699_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9409",3.4.353,"857",496037.63,5694572.385,130.8925098,51.40237118,8.94304203,509.57,378.6774902,60.24752197,70.64498779,157.1750292,3dm_32_496_5694_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9411",3.4.355,"580",515391.175,5702540.645,130.8524994,51.47381727,9.221607676,384.65,253.7975006,60.00750183,70.84499756,1241.260345,3dm_32_515_5702_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9413",3.4.357,"983",494495.21,5698628.7,130.0675012,51.43882498,8.920800798,505.16,375.0924988,60.81999023,69.24751099,148.5005086,3dm_32_494_5698_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9415",3.4.359,"902",491897.376,5690444.036,129.8674854,51.36520314,8.883618156,551.82,421.9525146,60.22249756,69.64498779,179.6274945,3dm_32_491_5690_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9423",3.4.367,"733",490698.78,5691585.15,127.8474841,51.37544237,8.866367341,536.77,408.9225159,60.32000488,67.52747925,159.7612551,3dm_32_490_5691_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9429",3.4.373,"1382",494851.3675,5698707.975,127.4699841,51.43953275,8.925924995,485.08,357.6100159,60.02000732,67.44997681,169.0390738,3dm_32_494_5698_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9431",3.4.375,"797",490449.82,5691146.15,127.437478,51.371488,8.862797785,552.96,425.522522,60.04499268,67.39248535,156.5545797,3dm_32_490_5691_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9433",3.4.377,"909",494200.145,5700628.788,126.9950146,51.45680645,8.91652577,487.98,360.9849854,60.38001465,66.615,156.2486249,3dm_32_494_5700_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9435",3.4.379,"778",490348.325,5691375.6,126.4150146,51.37354984,8.861333242,550.15,423.7349854,60.09499878,66.32001587,153.5899743,3dm_32_490_5691_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9440",3.4.384,"606",488897.29,5690521.53,125.7850195,51.36584397,8.840513549,582.39,456.6049805,60.20000122,65.58501831,149.6749175,3dm_32_488_5690_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9445",3.4.389,"615",515658.1114,5702457.661,124.5649829,51.47307291,9.225438,381.02,256.4550171,60.25001709,64.31496582,1279.24065,3dm_32_515_5702_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9452",3.4.396,"677",490119.51,5690983.085,124.1074988,51.37002343,8.858065484,563.14,439.0325012,60.03250122,64.07499756,161.4268833,3dm_32_490_5690_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9457",3.4.401,"922",491858.3475,5690131.385,122.9424902,51.36238514,8.88305895,547.14,424.1975098,60.10502197,62.83746826,175.0509761,3dm_32_491_5690_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9458",3.4.402,"780",495036.2517,5697725.028,122.7925061,51.43071963,8.928602877,479.38,356.5874939,60.18000732,62.61249878,149.5858974,3dm_32_495_5697_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9461",3.4.405,"798",489012.2175,5691198.368,122.2225037,51.37193408,8.842145241,556,433.7774963,60.26001221,61.96249146,161.8609023,3dm_32_489_5691_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9466",3.4.410,"540",515880.32,5702208.43,120.9200098,51.47081706,9.228635201,392.41,271.4899902,60.14,60.78000977,1329.761111,3dm_32_515_5702_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9469",3.4.413,"1898",494234.6833,5699838.967,120.1024829,51.44969034,8.917040265,467.87,347.7675171,60.05250977,60.04997314,158.1954689,3dm_32_494_5699_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9470",3.4.414,"911",490820.12,5691364.367,119.8800012,51.37346146,8.868117242,537.91,418.0299988,60.34998779,59.53001343,158.9923161,3dm_32_490_5691_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9472",3.4.416,"959",494530.57,5700942.44,119.3049805,51.45962857,8.921273765,475.95,356.6450195,60.25999634,59.04498413,162.9405631,3dm_32_494_5700_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9474",3.4.418,"1166",494648.5438,5700617.349,119.0825,51.45670397,8.9230012,481.02,361.9375,60.04248047,59.04001953,156.186964,3dm_32_494_5700_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9486",3.4.430,"800",490004.51,5691160.933,115.2750012,51.37161549,8.856400827,545.93,430.6549988,60.48998657,54.78501465,155.37375,3dm_32_490_5691_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9490",3.4.434,"1295",491508.49,5690152.29,114.2700171,51.36256938,8.878032862,533.69,419.4199829,60.08250732,54.18750977,192.9374517,3dm_32_491_5690_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9496",3.4.440,"2014",494051.1111,5700119.107,112.8449939,51.45222385,8.914387486,475.07,362.2250061,60.18998901,52.65500488,171.8599801,3dm_32_494_5700_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9506",3.4.450,"1825",494316.88,5700364.29,110.0350073,51.4544293,8.918207233,472.59,362.5549927,60.07000366,49.96500366,161.6558904,3dm_32_494_5700_1_nw.laz,2021-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9512",3.4.456,"30",531999.193,5720005.472,108.05,51.63013259,9.462306512,108.05,0,107.77,0.28,1058.333333,3dm_32_531_5720_1_nw.laz,2023-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"9527",3.4.471,"5368",487873.9993,5696790.877,101.4500037,51.42216693,8.825643528,418.54,317.0899963,60.00249878,41.44750488,66.4673994,3dm_32_487_5696_1_nw.laz,2021-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,electricity cable,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.4.471-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.4.471-3D.html
"9531",3.4.475,"1120",489897.47,5690944.05,100.3924951,51.36966244,8.854870674,537.71,437.3175049,60.41751099,39.97498413,197.9669643,3dm_32_489_5690_1_nw.laz,2021-03,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
